MaoriDescent,
https://standards.digital.health.nz/fhir/cs/maoriDescent,
https://standards.digital.health.nz/fhir/ValueSet/maoriDescent,
Maori Descent,
Is the person of maori descent,
,
yes,Yes
no,No
unknown,Unknown
notanswered,Not Answered / Declined to answer
